Wall time,Step,Value
1515920603.454595,1,27.884000778198242
1515920646.288878,21,2.2957897186279297
1515920687.271442,41,2.198927879333496
1515920728.485588,61,2.050989866256714
1515920769.686576,81,1.8855652809143066
1515920810.940875,101,1.837273359298706
1515920851.821611,121,1.7865475416183472
1515920892.758054,141,1.6724239587783813
1515920933.962062,161,1.5902098417282104
1515920975.185227,181,1.561866283416748
1515921017.000354,201,1.6256183385849
1515921058.020261,221,1.4607441425323486
1515921099.07579,241,1.453444480895996
1515921140.431301,261,1.551457405090332
1515921181.374504,281,1.5631831884384155
1515921222.442414,301,1.53792142868042
1515921263.329595,321,1.473008632659912
1515921304.300016,341,1.3598387241363525
1515921345.202004,361,1.4276337623596191
1515921386.770297,381,1.3178942203521729
1515921428.297863,401,1.2946282625198364
1515921469.518813,421,1.3383572101593018
1515921510.571577,441,1.398314356803894
1515921551.125909,461,1.2455790042877197
1515921591.139973,481,1.3222012519836426
1515921631.280734,501,1.2298519611358643
1515921671.32964,521,1.247999906539917
1515921710.723578,541,1.3374931812286377
1515921750.099182,561,1.270812749862671
1515921789.735643,581,1.2501991987228394
1515921829.366887,601,1.3340723514556885
1515921869.306884,621,0.996884822845459
1515923981.775902,641,1.2018394470214844
1515924023.472305,661,1.2973930835723877
1515924074.111964,681,1.2709108591079712
1515924118.638597,701,1.171681523323059
1515924162.418346,721,1.1373240947723389
1515924204.479974,741,1.218321442604065
1515924253.877915,761,1.2485747337341309
1515924296.14182,781,1.1613454818725586
1515924340.886667,801,1.1717603206634521
1515924389.923421,821,1.0613818168640137
1515924437.657492,841,1.150404691696167
1515924485.692477,861,1.1662659645080566
1515924538.504743,881,1.278471827507019
1515924583.550932,901,1.1358669996261597
1515924625.26267,921,1.122243046760559
1515924667.41272,941,1.1400022506713867
1515924709.481184,961,1.0453885793685913
1515924751.533084,981,1.0805737972259521
1515924794.516668,1001,0.9712655544281006
1515924836.776691,1021,1.0188283920288086
1515924879.075203,1041,1.084745168685913
1515924920.711179,1061,1.0310938358306885
1515924962.48981,1081,1.0018057823181152
1515925004.557001,1101,1.0290926694869995
1515925046.94587,1121,0.9663035869598389
1515925089.026418,1141,0.9974309206008911
1515925131.195761,1161,0.9095482230186462
1515925173.305243,1181,0.9916814565658569
1515925215.900809,1201,1.0906062126159668
1515925257.749376,1221,0.9933061003684998
1515925299.803426,1241,1.0775066614151
1515925342.102169,1261,0.8978109359741211
1515925384.12995,1281,0.9466626644134521
1515925426.413031,1301,1.0040282011032104
1515925468.524555,1321,0.8114662170410156
1515925509.44262,1341,0.9521475434303284
1515925549.428066,1361,0.9352442026138306
1515925591.249831,1381,1.1245942115783691
1515925631.94315,1401,0.9529725909233093
1515925671.989165,1421,0.933384358882904
1515925711.496816,1441,0.794022798538208
1515925751.546781,1461,0.9239300489425659
1515925791.903196,1481,0.9040244817733765
