Wall time,Step,Value
1515927369.36619,1501,0.7983143329620361
1515927415.607103,1521,0.8718576431274414
1515927457.486361,1541,0.8939599990844727
1515927499.617075,1561,0.9551461935043335
1515927550.05293,1581,0.8064109086990356
1515927595.578213,1601,0.8682738542556763
1515927637.689612,1621,0.966745138168335
1515927681.32338,1641,0.9974201321601868
1515927724.92446,1661,0.8451095223426819
1515927771.051544,1681,0.8513922691345215
1515927815.213131,1701,0.7792553901672363
1515927862.505274,1721,0.8831450939178467
1515927905.897175,1741,0.7282359600067139
1515927947.373427,1761,0.837165117263794
1515927989.081483,1781,0.9159051179885864
1515928029.514971,1801,0.7820428609848022
1515928069.698757,1821,0.7660025358200073
1515928110.112548,1841,0.765809178352356
1515928161.813072,1861,0.8189377784729004
1515928207.195812,1881,0.8172207474708557
1515928248.367961,1901,0.8274760842323303
1515928289.341792,1921,0.7646212577819824
1515928330.627911,1941,0.9364864826202393
1515928373.26126,1961,0.8562078475952148
1515928414.101968,1981,0.8051638603210449
1515928454.424799,2001,0.7847216129302979
1515928497.335813,2021,0.8205963373184204
1515928538.157276,2041,0.6131318807601929
1515928580.784628,2061,0.8312421441078186
1515928622.087188,2081,0.9571640491485596
1515928662.690015,2101,0.9744513034820557
1515928702.632335,2121,0.7905246019363403
1515928743.113495,2141,0.7618749141693115
1515928783.345901,2161,0.7167367339134216
1515928823.313173,2181,0.6960060596466064
1515928863.961504,2201,0.7573291063308716
1515928904.72692,2221,0.8154624700546265
1515928945.177894,2241,0.9296925663948059
1515928985.907639,2261,0.7929355502128601
1515929025.94621,2281,0.5882447957992554
1515929065.921547,2301,0.6461167335510254
1515929106.162916,2321,0.8114680051803589
1515929146.590048,2341,0.6431061029434204
1515929187.732356,2361,0.7516298294067383
1515929227.824733,2381,0.8413825035095215
1515929267.809025,2401,0.8619130849838257
1515929308.267287,2421,0.8699219822883606
1515929348.097508,2441,0.7362503409385681
1515929388.209747,2461,0.6248029470443726
1515929427.969439,2481,0.712541937828064
1515929468.099052,2501,0.6951104402542114
1515943896.490856,2521,0.6583486795425415
1515949532.357551,2541,0.7862831354141235
1515949573.112514,2561,0.6969783902168274
1515949614.125016,2581,0.6908745765686035
1515949665.094204,2601,0.6518529653549194
1515949708.112329,2621,0.6687480807304382
1515949750.536418,2641,0.7516165971755981
1515949797.199147,2661,0.6185466051101685
1515949846.758997,2681,0.8243302702903748
1515949892.204912,2701,0.716742753982544
1515949937.363505,2721,0.7039072513580322
1515949989.279463,2741,0.6660807132720947
1515950037.869139,2761,0.6560126543045044
1515950083.066946,2781,0.6796515583992004
1515950125.226105,2801,0.6411774158477783
1515950166.999915,2821,0.608306884765625
1515950209.090386,2841,0.6737426519393921
1515950251.18783,2861,0.6712653636932373
1515950292.992303,2881,0.7334407567977905
1515950334.388767,2901,0.5043684244155884
1515950375.645548,2921,0.7329053282737732
1515950417.35242,2941,0.7087690234184265
1515950459.115399,2961,0.6040983200073242
1515950500.516581,2981,0.682552695274353
1515950541.901044,3001,0.6485888957977295
1515950583.6279,3021,0.6101481318473816
1515950625.057665,3041,0.6497376561164856
1515950666.385764,3061,0.6402042508125305
1515950710.500847,3081,0.7289979457855225
1515950754.260583,3101,0.7073794603347778
1515950814.301001,3121,0.48310422897338867
1515950858.65289,3141,0.6815018653869629
1515950900.827252,3161,0.6432391405105591
1515950941.767067,3181,0.5446357727050781
1515950986.360021,3201,0.5056082606315613
1515951029.508967,3221,0.6341106295585632
1515951070.950349,3241,0.6516563892364502
1515951113.346489,3261,0.6522036790847778
1515951155.655091,3281,0.5991016626358032
1515951199.571972,3301,0.5812875032424927
1515951242.160711,3321,0.49378064274787903
1515951284.514634,3341,0.5707380771636963
1515951328.140818,3361,0.7217797040939331
1515951374.097955,3381,0.5688199996948242
1515951416.374999,3401,0.6477032899856567
1515951457.387293,3421,0.6440913677215576
1515951507.875159,3441,0.6278463006019592
1515951552.617999,3461,0.497401624917984
1515951596.04552,3481,0.5604171752929688
1515951637.391834,3501,0.42736583948135376
1515951677.932291,3521,0.5089887380599976
1515951721.720893,3541,0.5435662269592285
1515951764.99872,3561,0.6365096569061279
1515951805.699766,3581,0.48447152972221375
